id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
89,Nam Illo,Labore ipsam sed atque cum fugit quidem dolorem impedit earum possimus impedit ullam.,Aut rem odio praesentium.,Sem glúten,Asperiores a culpa quasi placeat.,Magnam soluta maiores ipsum iusto amet id ut.,1956,151,197,179,"Equilíbrio entre macros, rica em fibras",60,Fácil
90,Sit Accusantium,Accusamus accusantium dicta sunt amet possimus facere fugiat deserunt debitis fugit perspiciatis.,Fuga maxime necessitatibus nemo exercitationem quibusdam.,Sem grãos e açúcares,Rem accusamus nam odio nostrum ut optio corrupti unde eligendi quidem.,Nesciunt quisquam nostrum nulla illo repellat laborum fugit.,2272,124,209,39,Foco em carboidratos complexos,60,Fácil
91,Labore Harum,Dicta odio dicta eos nostrum similique.,Et eius inventore reiciendis dolor facere.,Sem alimentos industrializados,Quam qui qui labore similique nesciunt ipsam cumque ipsum architecto.,Eveniet alias autem optio porro perferendis omnis culpa animi nostrum.,2642,52,290,115,"Baixo carboidrato, alta proteína e gordura",45,Moderado
92,In Excepturi,Totam ea eos repudiandae eligendi facere at similique error culpa repellat.,Quas aut quibusdam atque sunt.,Baixo consumo de carboidratos,Nostrum nesciunt excepturi rerum repudiandae dignissimos possimus unde consequatur molestias.,Accusamus itaque quasi sint animi esse voluptas aliquid numquam.,2853,90,110,122,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Moderado
93,Beatae Laudantium,Velit laborum modi modi reprehenderit sit.,Consequatur repellat quod dolorum porro quisquam.,Sem alimentos processados,Fugiat doloremque itaque saepe distinctio sequi.,Nesciunt architecto praesentium soluta cum dicta laboriosam voluptatum accusamus ducimus.,2695,107,399,52,"Equilíbrio entre macros, sem alimentos processados",90,Difícil
94,Doloribus Hic,Quia consequuntur iusto molestias possimus soluta dolorum voluptatum.,Porro iure odit.,Sem carnes,Unde reprehenderit vero labore quibusdam corrupti consequuntur iure a dolor.,Perspiciatis animi amet corporis fuga incidunt iure tenetur dolore veritatis.,2157,176,53,40,"Equilíbrio entre macros, rica em fibras",90,Moderado
95,Nesciunt Tempora,Iste vero molestias laboriosam quae consectetur at rem.,Ipsam repudiandae optio inventore deleniti.,Sem glúten,Eos ea sunt sapiente dicta.,Sunt aperiam quae at illo debitis.,2852,78,109,171,"Alta gordura, baixa carb, moderada proteína",60,Difícil
96,Aliquam Eos,Expedita laborum unde autem mollitia natus libero accusantium.,Dignissimos porro minus ex sint.,Sem glúten,Officiis reprehenderit laborum odit eos ipsa facilis autem nostrum consectetur.,Amet unde optio repellendus possimus tempora accusamus.,2022,52,211,119,"Alta gordura, baixa carb, moderada proteína",120,Moderado
97,Sunt Incidunt,Quis aut eveniet quam magni non quisquam amet voluptatum.,Laudantium impedit quidem.,Sem glúten,Doloribus delectus molestias veniam pariatur.,Tenetur eaque delectus quasi iure inventore perferendis voluptas velit dolorum.,2316,106,60,146,Rica em proteínas e vegetais,30,Difícil
98,Fuga Cumque,Quisquam veritatis nulla enim consequatur porro provident laudantium pariatur ullam aut repellat quam.,Repellendus at quidem pariatur.,Sem carnes,Nihil laudantium minus iure eaque voluptatibus modi minus pariatur.,Voluptatibus iure vitae necessitatibus nemo.,2859,186,67,70,Rica em proteínas e vegetais,180,Fácil
99,Eos Ex,Qui aut corporis magni magnam corrupti nulla qui tempore quibusdam ut libero.,Sint repellat labore tempore quos deleniti blanditiis.,Sem alimentos industrializados,Delectus dolorem nemo sint blanditiis amet.,Similique repellat voluptas eum.,1584,136,56,104,"Alta gordura, baixa carb, moderada proteína",90,Fácil
100,Quas Suscipit,Natus reprehenderit in doloremque deleniti repellat optio at velit cumque autem.,Magnam dolores error labore.,Sem grãos e açúcares,Accusantium eos culpa sunt neque alias facere minus modi mollitia.,Consequuntur occaecati harum doloremque at.,1741,81,213,123,"Alta gordura, baixa carb, moderada proteína",120,Moderado
101,Quas Non,Dolor quas a recusandae suscipit non sequi perferendis ut.,Similique beatae ullam hic officiis.,Sem grãos e açúcares,Natus cumque magnam optio aperiam.,Adipisci ipsam odit doloribus quasi placeat ex dolorem aliquam quam.,2529,58,208,93,"Baixo carboidrato, alta proteína e gordura",60,Moderado
102,Aliquam Laborum,Dolor perferendis temporibus molestias ullam doloribus eius rerum earum vel recusandae animi.,Culpa velit dolores id.,Baixo consumo de carboidratos,Voluptatem nihil odio porro perspiciatis iusto laudantium similique repudiandae esse.,Ipsam ipsa dignissimos rem facere repellendus minima natus.,1596,176,48,120,"Baixo carboidrato, alta proteína e gordura",90,Moderado
103,Illum Sit,Nobis tempora facilis fuga dolores nostrum dolore quibusdam soluta quisquam temporibus.,Et corporis porro.,Sem carnes,Voluptates natus ab eos magnam.,Reiciendis quibusdam sit harum possimus sed voluptate.,2839,174,41,157,Rica em proteínas e vegetais,30,Moderado
104,Rerum Optio,Molestias quia nemo tempora minus harum esse dolor fugiat voluptatum debitis.,Dolorum et nobis fugiat molestias doloremque.,Baixo consumo de carboidratos,Id atque officia aliquid dolore.,Numquam praesentium commodi illum itaque.,1811,170,180,170,"Equilíbrio entre macros, rica em fibras",45,Difícil
105,Nemo Dolores,Alias sint recusandae culpa suscipit vitae sequi corporis amet reprehenderit.,Asperiores amet maxime eum sint rerum.,Baixo consumo de carboidratos,Occaecati nostrum nobis nesciunt officia et blanditiis veritatis.,Nam doloremque voluptatibus repudiandae non esse labore non eaque.,2060,86,357,39,"Equilíbrio entre macros, rica em fibras",45,Difícil
106,Eum Dolores,Mollitia ab porro illum placeat ipsum facilis cupiditate.,Nam reprehenderit quod rerum optio.,Sem laticínios,Deserunt consequuntur deleniti qui.,Alias quos asperiores atque id.,2238,137,294,84,Foco em carboidratos complexos,60,Fácil
107,Et Ea,Fugit enim eveniet voluptate iste id omnis fugiat repudiandae voluptatibus earum et.,Repellat ipsa non magnam voluptatem aspernatur.,Sem glúten,Libero quis provident minima eum.,Eligendi nisi sit ex eius recusandae eum.,2878,198,349,106,"Equilíbrio entre macros, rica em fibras",60,Difícil
108,Dicta Quam,Quam accusantium exercitationem ex eum voluptates iusto.,Praesentium vitae cum.,Sem laticínios,Adipisci asperiores asperiores illo recusandae.,Error earum veritatis ipsa possimus.,2675,56,255,163,Foco em carboidratos complexos,30,Fácil
109,Nihil Facilis,Esse culpa praesentium ut dignissimos dignissimos voluptas.,Reiciendis fuga fugiat labore animi.,Sem laticínios,Dolorem pariatur dolores molestiae esse occaecati nostrum consectetur.,Sit occaecati amet rem quibusdam.,2899,189,239,75,"Alta gordura, baixa carb, moderada proteína",90,Difícil
110,Quod Repudiandae,Dolorum expedita optio a id architecto doloribus quibusdam ducimus iste doloribus aut eligendi.,Voluptatibus praesentium impedit temporibus magnam.,Baixo consumo de carboidratos,Architecto debitis necessitatibus dolor animi neque reiciendis.,Quasi repellat nam dicta voluptas qui recusandae minus eius accusamus.,1974,136,272,46,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
111,Error Corrupti,Numquam inventore ipsa repellat impedit unde.,Rerum tenetur repudiandae totam.,Sem laticínios,Impedit fugit dolorem ab natus.,Doloremque incidunt impedit delectus iste.,1845,140,55,132,"Alta gordura, baixa carb, moderada proteína",30,Moderado
112,Molestias Quaerat,Quia deserunt quasi deleniti illo assumenda dolorum voluptatum at repellat numquam.,Vel incidunt explicabo.,Sem grãos e açúcares,Tenetur dicta ullam similique sapiente nihil deleniti natus nemo sequi.,Sapiente neque quas quod doloribus ducimus eos illo magnam.,2145,123,315,59,"Baixo carboidrato, alta proteína e gordura",120,Moderado
113,Magnam Natus,Aliquam natus provident at velit aperiam asperiores corporis.,Voluptatum ducimus accusantium consequatur quas.,Sem grãos e açúcares,Deserunt quas minus cum ipsum recusandae necessitatibus labore at.,Earum vitae aspernatur reprehenderit accusamus optio.,2706,134,88,35,"Alta gordura, baixa carb, moderada proteína",45,Difícil
114,Maxime Ducimus,Eligendi praesentium placeat laborum corporis mollitia consectetur corporis.,Quisquam modi voluptas.,Sem carnes,Omnis blanditiis distinctio odit possimus.,Dolorum illum explicabo tenetur excepturi saepe.,1521,191,342,83,Rica em proteínas e vegetais,90,Moderado
115,Nihil Fuga,Minima quos eveniet voluptatem in minus alias fugit magnam nulla.,Vel omnis autem.,Sem carnes,Velit atque dolores molestias perspiciatis non quibusdam veritatis consequatur natus.,Animi distinctio eos ipsa laborum quibusdam odio suscipit nihil ratione laudantium.,2937,120,214,166,"Baixo carboidrato, alta proteína e gordura",60,Fácil
116,Esse Corrupti,Nulla voluptatem dolorum atque accusantium tempore itaque possimus nemo aut quod molestiae voluptatibus.,Consectetur commodi hic sed accusantium aut.,Sem alimentos processados,Sapiente quo at aliquam dicta iure.,Excepturi non unde doloribus sit fugiat.,2739,67,371,93,Foco em carboidratos complexos,60,Fácil
117,Ea Explicabo,Neque atque vero explicabo ducimus tempora animi.,Dicta vero veniam voluptates.,Sem alimentos industrializados,Fuga veritatis totam voluptatum velit nemo eligendi quo.,Numquam error labore ea distinctio debitis.,2016,99,44,42,"Baixo carboidrato, alta proteína e gordura",30,Fácil
118,Possimus Possimus,Commodi sunt quasi tenetur consequatur ratione eveniet ducimus.,Vel nemo odit quae nesciunt aut.,Sem glúten,Neque adipisci voluptate accusamus dignissimos dolorum.,Nulla dignissimos debitis deserunt architecto officia.,2623,157,358,64,"Alta gordura, baixa carb, moderada proteína",45,Moderado
119,Dolor Velit,Culpa a dignissimos aspernatur saepe temporibus eaque exercitationem veniam.,Culpa reiciendis aliquam nesciunt.,Sem alimentos processados,Similique pariatur sint explicabo placeat voluptas explicabo enim quam tempora.,Numquam excepturi labore beatae iusto.,1547,156,393,102,"Equilíbrio entre macros, rica em fibras",45,Difícil
120,Error Quidem,Assumenda labore magnam nihil accusantium harum aut placeat.,Iste consectetur quo culpa iusto.,Sem glúten,Est consequuntur molestiae harum fugit.,Quod optio sequi architecto esse pariatur quod.,2632,148,271,132,"Equilíbrio entre macros, sem alimentos processados",120,Fácil
121,Fuga Quidem,Ea reprehenderit quia odit qui repellat maxime ut soluta rerum minima nostrum.,Magnam eligendi doloribus nulla.,Sem alimentos processados,Reiciendis autem minima fugit veniam.,Placeat hic quidem harum incidunt distinctio fugiat ipsam.,2574,101,55,157,Foco em carboidratos complexos,90,Fácil
122,Iure Quae,Voluptatum quam dolores dicta animi qui.,Tempora laborum nostrum.,Sem glúten,Non repudiandae dolorem possimus ad quisquam ratione sequi fuga beatae.,Ratione distinctio consequuntur reiciendis quam ullam cum autem minima esse.,1579,95,140,72,"Equilíbrio entre macros, rica em fibras",120,Moderado
123,Perspiciatis Doloremque,Perspiciatis ipsam nam dolorum expedita ducimus hic necessitatibus sunt.,Accusamus nulla excepturi.,Sem alimentos processados,Incidunt blanditiis asperiores incidunt minus accusantium porro.,Delectus labore natus magnam odio eius.,2504,187,321,82,"Baixo carboidrato, alta proteína e gordura",45,Moderado
124,Libero Excepturi,Dolores molestiae quos eaque facilis doloremque.,Aperiam corrupti fugit harum deleniti ipsam.,Sem alimentos processados,Atque incidunt illo earum laboriosam eos earum.,Assumenda dicta consectetur consectetur repellendus iusto enim quia.,2976,93,333,31,"Alta gordura, baixa carb, moderada proteína",45,Difícil
125,Iste Distinctio,At vitae fuga eum nostrum a ipsam.,Accusantium repudiandae ipsa esse.,Sem alimentos industrializados,Veniam tempora fugiat nisi voluptate.,Esse quasi cupiditate tenetur rem debitis voluptates exercitationem.,2856,152,330,143,"Alta gordura, baixa carb, moderada proteína",30,Fácil
126,Iure Quos,Molestias nesciunt voluptatem praesentium est officia quibusdam.,Nam rem assumenda asperiores nemo animi.,Sem laticínios,Aliquid ea autem error.,Impedit facere molestias eos omnis mollitia.,2728,152,119,95,"Equilíbrio entre macros, rica em fibras",180,Fácil
127,Et Soluta,Recusandae velit officiis amet repellat incidunt porro suscipit maxime nobis.,Dicta tempore unde voluptatibus vitae.,Sem alimentos industrializados,Labore iusto quibusdam vitae corrupti atque voluptas quidem quo dolorum.,Quo sed provident saepe optio consequatur facilis nostrum veritatis ab.,2162,65,225,123,"Equilíbrio entre macros, sem alimentos processados",30,Difícil
128,Id Quia,Debitis impedit optio officiis doloremque consequatur cum necessitatibus cupiditate.,Sed libero sequi.,Sem laticínios,Deleniti reprehenderit inventore facere ratione veritatis.,Fuga molestias voluptate ipsa temporibus.,2372,69,39,110,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Fácil
129,Magnam Necessitatibus,Laboriosam vitae omnis eligendi quas laudantium.,Ex temporibus vero.,Sem laticínios,Quis illo at nemo reprehenderit repellendus consequatur eum nam.,Suscipit illo optio consectetur debitis blanditiis ut nobis earum.,2961,123,81,107,"Alta gordura, baixa carb, moderada proteína",180,Moderado
130,Hic Magnam,Delectus eligendi ad amet labore vero fuga ex repudiandae amet voluptate odio perspiciatis.,Iste dolore odit tempora quos.,Sem grãos e açúcares,Rerum odit sit itaque quasi repudiandae adipisci beatae hic ipsum.,Illum similique vitae eveniet nulla excepturi tempora rerum sed.,2745,50,160,43,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Difícil
131,Tenetur Voluptate,Blanditiis pariatur animi dignissimos tempora possimus quia.,Explicabo nobis officiis magnam.,Baixo consumo de carboidratos,Sequi delectus suscipit quia sunt nam minima quibusdam vel expedita.,Maxime ea dignissimos sit deleniti.,1872,104,397,103,Foco em carboidratos complexos,120,Difícil
132,Similique Sint,Animi saepe beatae nostrum numquam voluptas est debitis voluptas labore similique.,Facilis vel veniam.,Sem alimentos processados,Provident repudiandae aperiam aperiam in culpa.,Deserunt at saepe quaerat qui quaerat possimus assumenda quo amet.,2138,67,389,147,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Moderado
133,Dicta Eum,Labore natus unde corporis quisquam aliquid facilis a.,Dolore earum repellat ipsum cum.,Sem carnes,Ullam vitae veniam modi doloremque doloribus deserunt ab debitis at id.,Rem recusandae laboriosam porro laudantium harum neque repudiandae voluptatibus.,2720,65,353,94,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Moderado
134,Et Inventore,Voluptates commodi enim ducimus molestias facere repudiandae odit quibusdam.,Dolorum aliquid atque asperiores animi perspiciatis.,Sem carnes,Illo quia quia suscipit aspernatur nisi porro veniam amet unde est.,Reprehenderit placeat quia ea dolorem nostrum accusamus totam.,2103,63,267,75,Foco em carboidratos complexos,90,Moderado
135,Culpa Ab,Eos ut beatae explicabo quod totam necessitatibus iure similique officiis.,Laborum deserunt perspiciatis.,Baixo consumo de carboidratos,Neque adipisci quod iure odit rem laborum explicabo voluptatum.,Ipsum doloribus distinctio vitae quae fugiat inventore alias facere.,2667,114,271,58,"Equilíbrio entre macros, rica em fibras",30,Fácil
136,Aliquid Doloribus,Ipsam amet explicabo aut voluptatum totam alias ipsa aliquid recusandae repellat.,Repellendus inventore velit eius dolores.,Sem alimentos industrializados,Eum ex iste ratione tempore.,Hic natus a placeat ducimus enim saepe.,2506,54,193,45,Rica em proteínas e vegetais,60,Difícil
137,Recusandae Officiis,Et magnam suscipit iure tenetur hic ipsa neque quae dolores deserunt.,Tempore officiis quam minus.,Sem glúten,Autem fuga a reiciendis ullam aut natus iusto quisquam iure.,Corporis recusandae rerum enim officiis exercitationem consectetur laudantium libero ipsum.,2426,170,283,140,"Equilíbrio entre macros, rica em fibras",180,Moderado
138,Accusamus Officia,Nesciunt accusamus harum dolor odio eius cum odit animi totam ad optio.,Officia hic corrupti.,Sem carnes,Deleniti molestias dignissimos repudiandae quia fugiat.,Ratione eos illum animi nostrum.,2068,147,351,142,"Baixo carboidrato, alta proteína e gordura",45,Difícil
