id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
96,2025-09-14,"""-26.1737, -47.8596""",ar,33.1,59,,Crítico,Pesticidas,Nobis facilis molestias.,Sequi laborum atque.,"""Argiloso, boa drenagem""",Sint dolore ipsam voluptate ducimus.,José da Luz,Id facere quibusdam necessitatibus minus.
97,2025-01-01,"""0.719, -46.2319""",ar,16.7,69,,Crítico,Esgoto,Modi impedit inventore temporibus.,Distinctio amet laborum.,"""Arenoso, pouco fértil""",Ea iure itaque incidunt fuga.,Dra. Aurora Vasconcelos,Labore earum quidem ullam beatae veniam quaerat fugit laudantium.
98,2025-09-23,"""-5.6771, -48.8507""",ar,27.6,76,,Alto,Esgoto,Dolor provident magni recusandae.,Suscipit repudiandae nihil fuga harum.,"""Arenoso, pouco fértil""",Necessitatibus illum veniam accusamus.,Clara Santos,Ea quia alias dolorem dolor molestias.
99,2025-02-15,"""0.6237, -35.5998""",água,19.0,72,8.4,Baixo,,Temporibus dolorem tempora.,Magnam labore odit est.,"""Arenoso, pouco fértil""",Doloremque non delectus hic eligendi quas ab.,Laís Nascimento,Quod eveniet laboriosam a eum aut iste unde distinctio.
100,2025-02-26,"""-0.9261, -50.0949""",ar,30.4,53,,Moderado,Plástico,Incidunt accusamus quas.,Expedita ea illum architecto.,"""Arenoso, pouco fértil""",Enim ducimus ex veniam fugit veritatis sit.,Isaque Pastor,Dolores repudiandae distinctio enim praesentium nostrum aliquid delectus esse.
101,2025-07-14,"""-26.9355, -55.8778""",solo,23.0,46,,Crítico,Pesticidas,Autem quia maxime iste debitis.,Cupiditate vitae.,"""Rochoso, baixa permeabilidade""",Nisi corporis ad architecto.,Lara Pires,Vitae assumenda maxime dolore ut exercitationem.
102,2025-03-22,"""-7.7548, -68.4742""",solo,25.9,77,,Baixo,,Consequuntur nihil ut fugit quaerat voluptas.,Earum corrupti magnam.,"""Argiloso, boa drenagem""",Architecto ipsum blanditiis ab.,Maria Liz Brito,Inventore dignissimos omnis recusandae nihil.
103,2025-09-09,"""-0.6968, -36.9943""",ar,25.6,42,,Crítico,Químicos industriais,Dolorem animi numquam.,Accusamus molestiae rem.,"""Orgânico, rico em nutrientes""",Similique ipsam cumque ex accusantium quasi praesentium dolore.,Juan Pereira,Inventore iste at recusandae iste culpa.
104,2025-06-14,"""-0.4755, -39.2715""",solo,32.3,85,,Alto,Pesticidas,Quibusdam minus suscipit.,Dicta delectus.,"""Argiloso, boa drenagem""",Consequatur neque ut unde facere.,Dr. Thales da Luz,Libero dolore similique quos temporibus laudantium est fuga.
105,2025-06-18,"""2.6258, -71.1812""",ar,15.2,61,,Moderado,Esgoto,Aut est accusamus alias voluptate.,Et incidunt vero quae.,"""Orgânico, rico em nutrientes""",Voluptate temporibus earum in voluptatum.,Diego da Costa,Iste cumque soluta aperiam a odio dolorem.
106,2025-04-21,"""-23.3916, -68.8677""",solo,34.2,59,,Crítico,Metais pesados,Omnis facere voluptas.,Quas nostrum quisquam possimus.,"""Arenoso, pouco fértil""",Nemo debitis corporis doloremque odit architecto sapiente.,Esther da Luz,Explicabo saepe nemo omnis.
107,2025-01-12,"""-29.65, -56.8983""",água,33.1,45,7.5,Baixo,,Enim hic possimus sed.,Sit deleniti officia quos.,"""Rochoso, baixa permeabilidade""",Eveniet quibusdam quibusdam nostrum.,Kaique Novais,Blanditiis doloremque velit repellat.
108,2025-01-29,"""-19.2248, -44.8589""",ar,34.2,65,,Crítico,Pesticidas,Minima exercitationem asperiores tenetur.,In reprehenderit labore rerum.,"""Orgânico, rico em nutrientes""",Incidunt optio placeat porro quia ipsum.,Igor Melo,Iure commodi eaque rem aliquid numquam.
109,2025-05-02,"""-2.6614, -50.8875""",ar,26.0,86,,Alto,Químicos industriais,Et magni incidunt.,Dicta voluptates explicabo.,"""Rochoso, baixa permeabilidade""",Incidunt numquam libero ab quas eos aperiam.,Rhavi Lopes,Quaerat magnam nulla architecto animi ab nobis.
110,2024-12-31,"""-22.7716, -59.5585""",solo,20.6,62,,Alto,Plástico,Saepe aut ipsum nam nobis.,Aperiam quo eligendi aliquam.,"""Orgânico, rico em nutrientes""",Praesentium ducimus voluptatem ratione quaerat consequuntur velit.,Pedro Lucas Castro,Sunt dolor eius recusandae enim.
111,2025-03-07,"""3.7975, -73.2591""",ar,31.1,73,,Moderado,Plástico,Tenetur perferendis iste labore.,Excepturi neque ullam ipsa.,"""Argiloso, boa drenagem""",Aut natus iusto nisi.,Carlos Eduardo Borges,Corporis aliquid ratione commodi dolorum porro aliquid.
112,2025-08-13,"""-14.3965, -35.7745""",água,15.2,61,6.0,Crítico,Metais pesados,Ut reiciendis quibusdam.,Ab dolore eligendi similique.,"""Orgânico, rico em nutrientes""",Deserunt odit tenetur commodi rerum sit.,Guilherme Cavalcante,Magnam repellat maiores vitae quis atque.
113,2024-12-06,"""-21.1075, -69.1082""",água,28.6,67,8.4,Alto,Químicos industriais,Fuga molestiae vitae itaque exercitationem pariatur.,Quasi est sed iusto.,"""Orgânico, rico em nutrientes""",Voluptate quidem ipsum suscipit.,Sra. Eloá Nunes,Sit fuga eligendi alias nostrum doloribus perspiciatis rem repellat.
114,2024-10-21,"""2.5259, -46.2716""",solo,25.6,41,,Moderado,Esgoto,Similique officia veritatis nam odit.,Quis in tenetur.,"""Argiloso, boa drenagem""",Placeat expedita ipsa aliquam.,Pedro Lucas Cirino,Porro possimus quo non exercitationem iure.
115,2025-01-12,"""0.1461, -72.6666""",ar,28.7,50,,Moderado,Pesticidas,Doloribus suscipit beatae.,Sapiente facilis adipisci ex.,"""Orgânico, rico em nutrientes""",Harum harum maxime recusandae voluptas.,Léo Martins,Quia in hic nulla aliquid esse.
116,2025-10-11,"""-13.2401, -69.0688""",água,27.3,40,7.8,Moderado,Plástico,Vel sint quidem sequi.,Illo deserunt labore suscipit quas.,"""Rochoso, baixa permeabilidade""",Laudantium magnam fuga quae earum.,Arthur Gabriel da Rocha,Rerum qui ipsa magnam vitae placeat dicta.
117,2024-12-27,"""-25.5361, -55.3725""",solo,30.0,83,,Crítico,Radioatividade,Hic iste hic.,Voluptatibus labore ea.,"""Arenoso, pouco fértil""",Voluptates beatae beatae atque cupiditate.,Maria Flor Machado,Doloremque molestias ipsa sapiente numquam nemo distinctio commodi.
118,2024-12-24,"""-22.4641, -72.4266""",solo,25.0,58,,Alto,Esgoto,Quos dicta facere nulla fuga veniam impedit.,Quaerat illo fugiat nihil veritatis.,"""Arenoso, pouco fértil""",Facere ut dolores id nesciunt omnis aperiam.,Eduardo Albuquerque,Quod dicta fugit repellat dolore id fuga error.
119,2024-10-19,"""-2.0212, -39.9947""",ar,34.1,86,,Alto,Químicos industriais,Laboriosam nesciunt repudiandae.,Aspernatur illum voluptatum qui impedit.,"""Argiloso, boa drenagem""",Deleniti consequuntur sunt repellat nihil exercitationem aliquam quia.,Dr. Mateus Almeida,Quia consequatur quibusdam quo veniam voluptatem.
120,2025-04-04,"""-25.7152, -51.7563""",solo,31.4,88,,Alto,Plástico,Repellat occaecati doloremque.,Natus architecto.,"""Arenoso, pouco fértil""",Eaque nisi ratione ut iure deserunt voluptate non.,Samuel Santos,Excepturi labore dicta quam nam.
121,2025-04-17,"""-8.2293, -58.6844""",solo,15.6,85,,Baixo,,Officiis vitae sapiente quasi.,Odio repudiandae occaecati quod.,"""Orgânico, rico em nutrientes""",Laudantium eveniet temporibus necessitatibus magnam adipisci.,Hadassa Camargo,Voluptatem doloribus in molestias.
122,2025-05-25,"""-30.0506, -49.0603""",água,23.0,49,6.3,Crítico,Químicos industriais,Debitis sit quae quaerat placeat.,Ipsam sapiente totam voluptatum.,"""Orgânico, rico em nutrientes""",Autem commodi labore eum.,Lucca Marques,Quo asperiores quae nam quidem placeat.
123,2025-09-20,"""-1.2189, -70.2566""",solo,25.0,83,,Moderado,Pesticidas,Totam mollitia sunt id nesciunt fuga.,Inventore quidem.,"""Orgânico, rico em nutrientes""",Iure sed modi.,Julia da Paz,Ipsam facere voluptatibus recusandae veniam explicabo nemo quasi.
124,2024-12-23,"""-13.2355, -37.206""",solo,33.9,61,,Moderado,Plástico,Nulla earum est aliquid officiis.,Possimus corrupti deserunt.,"""Arenoso, pouco fértil""",Placeat iste neque corporis labore.,Raul Albuquerque,Eum laborum voluptatibus quasi suscipit rem dicta.
125,2025-02-07,"""-27.5787, -68.6219""",água,18.1,55,6.9,Baixo,,Quos a tempora quaerat.,Qui temporibus praesentium reiciendis repellendus.,"""Rochoso, baixa permeabilidade""",Vero fuga corporis voluptate libero beatae autem.,Dr. João Lucas Moura,Nam nesciunt consequuntur illum atque porro.
126,2025-08-08,"""0.018, -52.4042""",água,22.1,88,8.3,Baixo,,Laborum voluptatem dicta reiciendis suscipit.,Cumque tempore esse.,"""Arenoso, pouco fértil""",Aliquid iure impedit iure amet aliquam laborum.,Renan Guerra,Esse at exercitationem vitae voluptatem nesciunt ipsum.
127,2025-05-20,"""-25.3311, -40.2846""",solo,21.5,81,,Baixo,,Minima doloremque molestias inventore aliquid dolore.,Excepturi ipsum earum.,"""Arenoso, pouco fértil""",At nesciunt odio ad molestiae ut laboriosam.,Sara Marques,Nihil necessitatibus repudiandae laudantium atque architecto.
128,2025-02-01,"""-32.7795, -34.2038""",solo,34.4,54,,Crítico,Pesticidas,Quis cupiditate ea.,Neque laboriosam porro facere.,"""Orgânico, rico em nutrientes""",Quidem sed facere in.,Gustavo Henrique Macedo,Similique illo iste molestiae reprehenderit quasi.
129,2025-08-25,"""-25.8063, -64.8956""",solo,27.0,76,,Baixo,,Soluta alias tempora amet.,Nostrum quis molestiae pariatur.,"""Orgânico, rico em nutrientes""",Consectetur commodi sapiente quia vero impedit dicta.,Arthur Pacheco,Est maxime ratione accusamus veritatis delectus sint repellendus sunt.
130,2025-01-07,"""1.9739, -49.4724""",água,27.7,53,8.5,Crítico,Esgoto,Sint officia minus.,Libero sunt quam.,"""Orgânico, rico em nutrientes""",Quia veritatis veritatis minima fuga sit.,Sra. Fernanda Gonçalves,Necessitatibus dignissimos facilis nesciunt dignissimos omnis accusantium occaecati autem.
131,2025-08-30,"""0.0028, -41.1759""",solo,21.2,57,,Moderado,Metais pesados,A quia cupiditate.,Fugit vero repudiandae facilis.,"""Argiloso, boa drenagem""",Asperiores harum quam dolores voluptas similique fugiat.,Antonella Nunes,Harum expedita aliquid eos aspernatur consequatur illum iste.
132,2025-09-03,"""0.0453, -49.7287""",ar,28.8,85,,Crítico,Pesticidas,Quod vero at animi odio nisi.,Mollitia eveniet facilis possimus perferendis.,"""Arenoso, pouco fértil""",Minima architecto optio quaerat eum laboriosam.,Nicole Carvalho,Enim ex iusto natus aliquam quam qui.
133,2025-09-14,"""-26.206, -49.0352""",ar,25.4,89,,Baixo,,Repellat necessitatibus beatae labore reiciendis.,Numquam veritatis totam mollitia tempore.,"""Rochoso, baixa permeabilidade""",Accusamus enim alias sed tempora quia soluta.,Lucas Câmara,Quisquam cumque numquam officiis.
134,2025-07-17,"""-23.3223, -65.9773""",ar,22.1,81,,Moderado,Esgoto,Nihil unde sed corrupti.,Fugit qui aspernatur.,"""Orgânico, rico em nutrientes""",Delectus perferendis molestiae repudiandae iure assumenda quas quo.,Alexandre Cavalcanti,Natus modi ad rerum earum delectus.
135,2025-01-13,"""-1.8115, -38.3284""",água,27.9,75,7.5,Moderado,Esgoto,Vero eligendi facere explicabo debitis.,Porro ut explicabo.,"""Arenoso, pouco fértil""",Harum dolor necessitatibus eaque.,Marina Mendonça,Culpa porro quas alias ipsa quasi.
136,2025-03-20,"""-20.004, -66.9906""",ar,32.2,42,,Alto,Plástico,Illo facilis optio.,Rerum atque maxime quisquam sunt.,"""Orgânico, rico em nutrientes""",Beatae impedit quod similique.,Emilly Cavalcanti,Quibusdam fuga sint eius consequuntur iste autem numquam illo.
137,2025-06-04,"""1.1924, -71.8809""",água,25.5,63,8.2,Moderado,Metais pesados,Ipsam dicta omnis ullam magni.,Voluptatem dolorum numquam natus maiores.,"""Arenoso, pouco fértil""",Perspiciatis magni eum nam rerum consequatur dolorem similique.,Diego Mendonça,Nostrum fuga illum a cumque error saepe sapiente.
138,2025-09-08,"""-12.7514, -55.4755""",água,28.4,61,6.6,Baixo,,Quae officia voluptatibus iusto officia.,Amet corrupti eligendi quas quos.,"""Orgânico, rico em nutrientes""",Id nemo rem eveniet.,Dr. André Pacheco,Accusamus eveniet atque illum.
139,2025-03-04,"""2.1328, -51.9395""",solo,24.8,57,,Moderado,Plástico,Ullam occaecati doloribus soluta eaque.,Quidem debitis ex.,"""Arenoso, pouco fértil""",Aliquid similique optio praesentium sunt quaerat.,Vitor Gabriel da Rocha,Assumenda tenetur numquam optio ducimus.
140,2024-11-12,"""-0.6294, -57.5486""",solo,21.3,65,,Crítico,Esgoto,Fuga modi at optio exercitationem atque.,Similique asperiores deleniti.,"""Argiloso, boa drenagem""",Id officiis ipsa eum inventore quos.,Ravi Marques,Enim consequuntur officiis debitis ratione saepe illo earum quos.
141,2025-03-23,"""3.6806, -62.5291""",solo,31.1,62,,Moderado,Esgoto,Fugiat perferendis perspiciatis dolorum magnam.,Expedita natus suscipit reprehenderit.,"""Argiloso, boa drenagem""",Debitis non distinctio.,Luiz Miguel Santos,Molestias facere distinctio labore sint facere.
142,2025-10-05,"""-9.2747, -73.7158""",solo,26.0,62,,Baixo,,Officiis minus eaque.,Maxime amet mollitia nisi.,"""Rochoso, baixa permeabilidade""",Ipsum dolor sequi assumenda ullam amet.,Sabrina Machado,Nobis eaque nam enim et.
143,2024-11-25,"""-26.1761, -46.2594""",solo,29.9,55,,Crítico,Plástico,Hic quod nihil.,Repellendus nemo provident.,"""Arenoso, pouco fértil""",Doloremque eveniet non ea vel.,Ana Clara Almeida,Dicta aliquam quam amet quia.
144,2025-06-02,"""-15.7358, -61.9475""",ar,18.1,48,,Alto,Químicos industriais,Reiciendis totam voluptate vel.,Soluta animi laborum commodi quisquam.,"""Arenoso, pouco fértil""",Atque aut sunt corrupti assumenda deleniti.,Antony da Mata,Beatae maxime excepturi quod dolor beatae.
145,2025-02-05,"""-22.9429, -68.0669""",ar,21.4,58,,Baixo,,Amet maiores repellendus odit ad.,Ullam optio quo iusto.,"""Rochoso, baixa permeabilidade""",Deleniti occaecati eos ad nulla tempora inventore quas.,Théo Rezende,Odio repudiandae unde harum unde dolorem tenetur.
146,2025-09-06,"""-0.097, -60.574""",água,21.7,83,6.6,Moderado,Plástico,Recusandae sequi voluptas nemo.,Dolorem occaecati veritatis porro.,"""Argiloso, boa drenagem""",Est quos dolor exercitationem tempora assumenda.,Cecília Nascimento,Suscipit voluptates consequuntur pariatur ipsam odit.
147,2024-11-03,"""3.8026, -63.0289""",água,21.2,90,7.7,Moderado,Esgoto,Ullam tenetur cupiditate laboriosam minus praesentium.,Ducimus fuga.,"""Orgânico, rico em nutrientes""",Quaerat repellendus optio ut ratione.,Emilly Silva,Repellendus dolores praesentium sapiente sit dolor maiores officia.
148,2025-09-13,"""-9.971, -62.688""",água,25.7,84,6.4,Alto,Plástico,Voluptate perferendis odit dolorum quo sequi.,Temporibus explicabo sequi ipsa.,"""Arenoso, pouco fértil""",Ratione rerum iusto.,Dr. Calebe Cardoso,Quo temporibus odio amet sint dolore.
149,2025-07-31,"""-8.25, -47.4476""",água,20.0,90,6.4,Alto,Esgoto,Assumenda placeat laborum officia quasi.,Quidem hic tempore.,"""Argiloso, boa drenagem""",Recusandae numquam asperiores odit fugiat vitae eius.,Maria Flor Cunha,Tempore voluptatum velit voluptatum officiis praesentium blanditiis.
150,2025-04-03,"""-28.5136, -35.5068""",ar,16.4,54,,Alto,Químicos industriais,Doloribus tempora laborum.,Consectetur fugit eos porro.,"""Arenoso, pouco fértil""",Aut ad voluptate iure sit quia.,Srta. Heloisa Marques,Quos tempora officiis assumenda ad.
151,2025-06-13,"""-25.1882, -71.1839""",ar,21.6,90,,Moderado,Pesticidas,Maiores non explicabo quisquam voluptatibus eius.,Eos error deserunt.,"""Argiloso, boa drenagem""",Laboriosam cum unde sit nostrum fuga.,Rhavi Cunha,Magnam suscipit dolorem odio excepturi ab corrupti dicta voluptatum.
152,2025-01-23,"""-13.5926, -72.3044""",ar,16.5,49,,Crítico,Radioatividade,Tempora eos minima mollitia.,Nobis iusto sequi nemo.,"""Orgânico, rico em nutrientes""",Recusandae dolorum adipisci.,Antonella Souza,Dolores impedit excepturi eos quam exercitationem dolorum.
153,2025-04-27,"""-32.355, -53.1588""",solo,18.2,57,,Baixo,,Iure assumenda iusto officia.,Nostrum quisquam itaque.,"""Rochoso, baixa permeabilidade""",Eos assumenda ratione ipsa fuga debitis at.,Bianca Ferreira,Autem dolor ea aut accusantium fugiat autem autem.
154,2025-01-01,"""-12.0257, -58.8561""",água,33.6,65,8.1,Baixo,,Iste nihil temporibus culpa perspiciatis.,Non totam quas.,"""Argiloso, boa drenagem""",Mollitia incidunt est animi omnis dolore modi.,Ana Cassiano,Debitis officia dolores reiciendis nam laboriosam earum.
155,2025-07-23,"""-31.2827, -38.4032""",água,16.3,55,8.3,Alto,Pesticidas,Eaque quae quis.,Nostrum quidem rem at.,"""Argiloso, boa drenagem""",Minus doloremque molestias temporibus.,Yuri Mendonça,Culpa tenetur nemo quasi magni doloremque corporis voluptatibus.
156,2024-12-24,"""-28.3898, -55.8623""",solo,21.2,75,,Baixo,,Quo corrupti voluptates illo itaque.,Explicabo voluptas maxime.,"""Arenoso, pouco fértil""",Eum ab dolorem atque ullam debitis veniam.,Emanuelly das Neves,Dolorem quas earum suscipit enim consequuntur doloremque in.
157,2025-05-05,"""2.8045, -54.551""",água,22.1,70,6.0,Baixo,,Praesentium error quidem.,Aliquam ad error.,"""Argiloso, boa drenagem""",Voluptate nisi quo vel tenetur amet sit.,Leandro Guerra,Sunt adipisci quas dicta repellendus dolorem.
158,2025-07-06,"""-18.8703, -57.6223""",solo,24.2,69,,Moderado,Metais pesados,Veritatis soluta incidunt.,Eos cupiditate cupiditate.,"""Arenoso, pouco fértil""",Tempora ratione cum ipsam.,Augusto Ribeiro,Impedit mollitia dicta molestiae culpa dolore eum.
159,2024-12-04,"""-27.1511, -62.0643""",ar,16.7,44,,Crítico,Pesticidas,Iste debitis doloremque dolore porro.,Explicabo illum eaque.,"""Arenoso, pouco fértil""",Praesentium velit perferendis voluptates ad.,Olivia Peixoto,Temporibus asperiores quam perspiciatis sed.
160,2025-06-15,"""-16.382, -54.7258""",ar,17.6,60,,Baixo,,Laudantium libero repellendus similique ea esse.,Asperiores id.,"""Rochoso, baixa permeabilidade""",Labore distinctio iste.,Heitor Barbosa,Ea exercitationem cupiditate corporis omnis natus harum.
161,2025-01-04,"""-28.1663, -57.9486""",solo,28.7,76,,Crítico,Químicos industriais,Quae doloremque nam praesentium repellat perferendis.,Reiciendis hic.,"""Orgânico, rico em nutrientes""",Deserunt sed nobis esse inventore quibusdam possimus.,Sra. Joana Macedo,Vitae neque mollitia iusto.
162,2024-12-20,"""-28.7704, -67.4436""",água,16.6,76,7.4,Alto,Metais pesados,In officiis reprehenderit veritatis.,Perferendis quos earum.,"""Arenoso, pouco fértil""",Eveniet nesciunt repudiandae nesciunt est beatae cumque saepe.,Yago Andrade,Modi quasi aut praesentium necessitatibus culpa ratione.
163,2024-12-13,"""-18.2265, -67.026""",água,22.4,75,7.2,Baixo,,Similique at nihil.,Occaecati laborum quisquam consequuntur.,"""Argiloso, boa drenagem""",Aspernatur officia mollitia rem natus illum.,Dr. Raul Pinto,Perspiciatis suscipit quo necessitatibus.
164,2025-07-24,"""-23.9934, -37.8975""",água,19.9,86,6.7,Crítico,Esgoto,Harum eos totam.,Quia alias ad.,"""Arenoso, pouco fértil""",Consequatur et dicta libero nobis autem odio.,Maria Fernanda das Neves,At provident velit modi libero iure enim sit.
165,2025-07-04,"""-4.0222, -67.2786""",ar,20.4,74,,Crítico,Esgoto,Sequi sapiente repellat numquam perspiciatis ea.,Fuga tempora hic.,"""Orgânico, rico em nutrientes""",Iste vitae quo vero.,Nicole da Costa,Deleniti esse porro aperiam officiis blanditiis est maiores id.
166,2025-08-21,"""-31.0794, -55.7932""",solo,28.1,83,,Moderado,Plástico,Quaerat nobis sed dolore.,Ex modi.,"""Argiloso, boa drenagem""",Odit atque exercitationem aut.,Gael Henrique Oliveira,Ipsam nulla nam accusantium temporibus.
